filepath,raw_label,unified_label,source,group_id,split
D:\22_SkinSense_ML\datatset2\valid\Healthy\Image_25_jpg.rf.0a9dbe30d2da7060faeeb216b4da7b41.jpg,Healthy,Healthy,datatset2,1866,train
D:\22_SkinSense_ML\datatset2\valid\Healthy\Image_27_jpg.rf.d6cf023317f97c6f4e920e42791c8ebf.jpg,Healthy,Healthy,datatset2,1867,train
D:\22_SkinSense_ML\datatset2\valid\Healthy\Image_28_jpg.rf.b2b650b9d962838180619f1447c9a37c.jpg,Healthy,Healthy,datatset2,1868,test
D:\22_SkinSense_ML\datatset2\valid\Healthy\Image_30_jpg.rf.bfa1683448777c9a486574d32d3923b9.jpg,Healthy,Healthy,datatset2,1869,train
D:\22_SkinSense_ML\datatset2\valid\Healthy\Image_3_jpg.rf.43497e7b729341662bc05d4977810249.jpg,Healthy,Healthy,datatset2,1870,train
D:\22_SkinSense_ML\datatset2\valid\Healthy\Image_7_jpg.rf.185fc9bb5bf422a54da38a0584d6dd44.jpg,Healthy,Healthy,datatset2,1871,train
D:\22_SkinSense_ML\datatset2\valid\Healthy\Image_8_jpg.rf.872507d6df7cde7f5f2552aeb35e975a.jpg,Healthy,Healthy,datatset2,1872,train
D:\22_SkinSense_ML\datatset2\valid\Healthy\pic10_jpg.rf.f4a1cea55fcf082d22fe249df55e5ff0.jpg,Healthy,Healthy,datatset2,1934,train
D:\22_SkinSense_ML\datatset2\valid\Healthy\pic21_jpg.rf.5bc659b41bb4d377b283d9b1bce3911b.jpg,Healthy,Healthy,datatset2,1935,train
D:\22_SkinSense_ML\datatset2\valid\Healthy\pic26_jpg.rf.3aede121b8af8c83cb4ebc75356dd1dc.jpg,Healthy,Healthy,datatset2,1936,train
D:\22_SkinSense_ML\datatset2\valid\Healthy\pic2_jpg.rf.7f647b24bfbca1cba094fe8c442ed6f3.jpg,Healthy,Healthy,datatset2,1937,train
D:\22_SkinSense_ML\datatset2\valid\Healthy\pic31_jpg.rf.55276cc6f5ff29503df5ccee042d34f2.jpg,Healthy,Healthy,datatset2,1938,train
D:\22_SkinSense_ML\datatset2\valid\Healthy\pic49_jpg.rf.8cdf11860fd986e3d7971f5ddef0db65.jpg,Healthy,Healthy,datatset2,1939,test
D:\22_SkinSense_ML\datatset2\valid\Healthy\pic52_jpg.rf.658430b894f653db37ef7db132d769c5.jpg,Healthy,Healthy,datatset2,1940,val
D:\22_SkinSense_ML\datatset2\valid\Healthy\Puppy-Basics-Keeping-Your-Puppy-s-Skin-and-Coat-Healthy-mob_png_jpg.rf.406f18c6bfe3ce5ab3dd4368ef5c5c89.jpg,Healthy,Healthy,datatset2,1873,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\1158_jpg.rf.b408a15e85e3639ab617c32bcf79e43f.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2017,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\1209_jpg.rf.915996d61eb63b17aa494ac95e80d479.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2018,test
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\1309_jpg.rf.55283027e78d6987fe5831442e7c9dbb.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2019,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\1309_jpg.rf.7edcedc524eb1203226ae92297ec3943.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2019,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\1392_jpg.rf.f79fe051ac8d64ca839e7c5abf85e31d.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2020,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\1466_jpg.rf.d6c66f5492a25fc661dc0ad9addc7e08.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2021,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\1525_jpg.rf.d022c178eaf2529327c5644844418e86.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2022,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\1668_jpg.rf.719ab8257fb3d58ed75ae318bb5fc711.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2023,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\1673_jpg.rf.b99ec1148b3e2775bc8705ed9d5d8c08.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2024,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\1673_jpg.rf.e6021bf176c4df0312cfacc5e2716b31.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2024,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\1724_jpg.rf.b6ce4caf8b9a7c6b13a2008a04ac2b0a.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2025,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\23_jpg.rf.6767a05604669c2fdac63776957b0e3d.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2026,test
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\26_jpg.rf.3ad5481098f60ab17bebf5cae9f08b3f.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2027,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-002-9781416056638_jpg.rf.5e0ed35ce44028125f9b9666b2483039.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2028,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-003-9781416056638_jpg.rf.ad041a908e7a7c2af2010f21db718bd6.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2029,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-006-9781416056638_jpg.rf.c952b944b4b022b0cdf2e7b1567462ee.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2030,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-007-9781416056638_jpg.rf.0c6842206ac3c985d7ef2697499e4e61.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2031,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-009-9781416056638_jpg.rf.b0a9be0bed8780ff1ad4b2fba0e0154d.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2032,val
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-012-9781416056638_jpg.rf.232391067cbe3597e2f4f6cb4fe6ac56.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2033,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-014-9781416056638_jpg.rf.a04d25438195e4044f861f9ceb137da8.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2034,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-019-9781416056638_jpg.rf.149a908fb31828da34245b971f9afee0.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,1984,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-019-9781416056638_jpg.rf.f28e73bdf47b7660e3280f91d1381701.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,1984,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-023-9781416056638_jpg.rf.497faeddaa4f4eb493967db054b4fb11.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2035,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-023-9781416056638_jpg.rf.f3eeaf91d1a24dcf2d7ca4ddd2b642d9.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2035,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-025-9781416056638_jpg.rf.be520eb2fa2bec7becbecdba8abc3b17.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,1990,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-028-9781416056638_jpg.rf.2c1d36d770487a8924773ea46e1baf38.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2036,test
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-030-9781416056638_jpg.rf.1d9e31abb0f845e84d36916ee28711d8.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2037,val
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-032-9781416056638_jpg.rf.b64f73feaf87b87323109264e9088fec.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2038,test
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-032-9781416056638_jpg.rf.b68f6e6a9c8b8f1338836eda097cf33e.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2038,test
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-036-9781416056638_jpg.rf.d08b41b82082642b9493c3b3c0c35092.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2039,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-036-9781416056638_jpg.rf.e482fc439f53b3f5f59ce107a38d66fc.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2039,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-038-9781416056638_jpg.rf.698f7db825a7effa0382a4349bdc40b4.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2040,test
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-042-9781416056638_jpg.rf.801ce9d7a0eb5d6a89b42eaee4b00c42.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2004,test
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-043-9781416056638_jpg.rf.6792d9da4aeebf6faad3b86f47b7f521.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2041,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-044-9781416056638_jpg.rf.6db933461ad5b9afe17e6f325ceb7ae0.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2042,test
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-044-9781416056638_jpg.rf.e80f87f1a8c4b10a9d96157e95a12276.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2042,test
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\B9781416056638000070_f007-046-9781416056638_jpg.rf.99ed574e352fd4c6fb398ffb637544b2.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2007,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\hps11_jpg.rf.adcb41789deff7821d9b7589c9bc5f11.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2049,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\hps11_jpg.rf.e6a2797c235fc0daf804a0fc18e5330d.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2049,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\hs2_jpg.rf.9bf7532642c93d406eb5366d8925ad31.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2050,val
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\hs2_jpg.rf.fe54264c941d9256a932ecd6c49210b9.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2050,val
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\hs5_jpg.rf.3e7f44af45265a291648d5fe45214d23.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2051,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\hs5_jpg.rf.a11b23f2ee6d64eeb4c4b33ad5379289.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2051,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\hs5_jpg.rf.b177a7a259f3ef81dc2b905d84461df8.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2051,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity1_png_jpg.rf.46aad4712f7fbe0c88fdde4649936a5c.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2043,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity2_png_jpg.rf.0b19e0e39c2386a18ef61e56b0c34d80.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2008,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity2_png_jpg.rf.498572a66b792fbb9c285810e751bb5e.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2008,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity2_png_jpg.rf.763496d26ee439788016115cc967aa44.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2008,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity4_png_jpg.rf.65d2dcb461005bfe231e6592146501d3.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2044,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity4_png_jpg.rf.853534523d548af0fb716bd34c82ca2a.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2044,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity5_png_jpg.rf.66ef2c83380032c85207a37a6b43cbf2.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2045,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity5_png_jpg.rf.a25c0d43fbbe35f92e716984f1be427b.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2045,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity_1_jpg.rf.6798e16d00bda37db77547c225b66538.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2046,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity_1_jpg.rf.a103dec30a80380f4bb68834c8249509.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2046,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity_1_jpg.rf.b0e985c6cf8abb9fc06a94256a453b13.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2046,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity_2_jpg.rf.c0f8f53217122ca204c1ddaacafbde3d.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2047,test
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity_image_3_jpg.rf.2f1a14f11b836a0e3897627777af0c9a.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2009,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity_image_3_jpg.rf.3730189d2ea0dbb05ed416dcea2f95a2.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2009,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity_image_3_jpg.rf.437ee7cb2a01a54a4b478e2813264167.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2009,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity_image_4_jpg.rf.247e7f9ffad16cdbf01e548bf459be5b.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2048,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\Hypersensitivity_image_4_jpg.rf.2ffcad14a47812293585c38721a12e20.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2048,train
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\pic3_jpg.rf.691b4bda3c6b666216bd66669357bb9b.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2052,test
D:\22_SkinSense_ML\datatset2\valid\Hypersensitivity\pic8_jpg.rf.19186bda60b08a85d3ee4d18915718a5.jpg,Hypersensitivity,Allergic_dermatitis,datatset2,2053,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\1000010498_x16_jpg.rf.e459b3d905f45a3e1e9c1de5d287bf36.jpg,ringworm,Fungal_infection,datatset2,2425,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\1000010534_x16_jpg.rf.9a5d864b266abbd19ae4cf4f3265cf9b.jpg,ringworm,Fungal_infection,datatset2,2426,val
D:\22_SkinSense_ML\datatset2\valid\ringworm\1000010534_x16_jpg.rf.fa25fd612d479f458275391c0f224eb1.jpg,ringworm,Fungal_infection,datatset2,2426,val
D:\22_SkinSense_ML\datatset2\valid\ringworm\1000010566_x16_jpg.rf.c82d9e21ff7283377a603ed9ed0a3383.jpg,ringworm,Fungal_infection,datatset2,2427,test
D:\22_SkinSense_ML\datatset2\valid\ringworm\1000010581_x16_jpg.rf.6b34ea772b7fe3c924b25cdf44b7c5e0.jpg,ringworm,Fungal_infection,datatset2,2428,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\1000010613_x4_jpg.rf.1ba4fa0147675658eeb57470961cc835.jpg,ringworm,Fungal_infection,datatset2,2429,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\1000010651_x16_jpg.rf.3baa8c8290b8a704409a7b9a52acef92.jpg,ringworm,Fungal_infection,datatset2,2430,test
D:\22_SkinSense_ML\datatset2\valid\ringworm\1000010654_x16_jpg.rf.53052338c26647d10031551245c60ef8.jpg,ringworm,Fungal_infection,datatset2,2431,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\1000010682_x16_jpg.rf.089c74a6b248c778c078cdc6073c24cf.jpg,ringworm,Fungal_infection,datatset2,2432,val
D:\22_SkinSense_ML\datatset2\valid\ringworm\1000010682_x16_jpg.rf.b6d0cba3453a02611d4da36bf3ea59f9.jpg,ringworm,Fungal_infection,datatset2,2432,val
D:\22_SkinSense_ML\datatset2\valid\ringworm\1000011963_x4_jpg.rf.18cbfacae7776c6aa99dd3cdc53212fe.jpg,ringworm,Fungal_infection,datatset2,2433,test
D:\22_SkinSense_ML\datatset2\valid\ringworm\435650633_3861504260748951_6666466989484237884_n-1-_jpg.rf.8e54e211a3b5c1cc18152f8449ea7733.jpg,ringworm,Fungal_infection,datatset2,2434,val
D:\22_SkinSense_ML\datatset2\valid\ringworm\436636046_360111827071591_750719804675544335_n_jpg.rf.d94a267d6b7d14b5e14a76cf6fadc34a.jpg,ringworm,Fungal_infection,datatset2,2435,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\436638693_826239035984778_764987017093970170_n_jpg.rf.2518156bfaad73bdb960b2dc25898fa2.jpg,ringworm,Fungal_infection,datatset2,2436,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\436638693_826239035984778_764987017093970170_n_jpg.rf.c6308c0a6ec2af7c428917b5870795e2.jpg,ringworm,Fungal_infection,datatset2,2436,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\436640642_811487460836132_6485568501349186497_n_jpg.rf.8e2a732c9401c46b04f52c51ce3a22ce.jpg,ringworm,Fungal_infection,datatset2,2437,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\436646102_943880210611867_8407756000999041587_n_jpg.rf.586499799c57d3aab35e4882e5958abf.jpg,ringworm,Fungal_infection,datatset2,2438,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\436659257_1400912270538983_2219402059155208617_n_jpg.rf.322387eced9ac139e05f677bc82e1961.jpg,ringworm,Fungal_infection,datatset2,2439,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\436659257_1400912270538983_2219402059155208617_n_jpg.rf.a3a40df9e7860685d28a46cac2f66dd3.jpg,ringworm,Fungal_infection,datatset2,2439,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\436660548_1639307846606648_2894340731526839056_n_jpg.rf.533d8006aa6a4a7aad82c8320ea11896.jpg,ringworm,Fungal_infection,datatset2,2440,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\436683782_1098077884800614_1582428900067857663_n_jpg.rf.c72201b06c78fdfd84a343a312572963.jpg,ringworm,Fungal_infection,datatset2,2441,val
D:\22_SkinSense_ML\datatset2\valid\ringworm\436701801_8280282811988582_286668803611391804_n_jpg.rf.462ee86ffb05a6c5802e399bbfa01929.jpg,ringworm,Fungal_infection,datatset2,2442,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\436724346_1101576490931453_293184214701696605_n_jpg.rf.b4097817a545ff57a27313334f781f56.jpg,ringworm,Fungal_infection,datatset2,2443,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\436725491_1153113969442923_7349901947606592211_n_jpg.rf.7a819f3ec49311d2a2344cdda0385e2e.jpg,ringworm,Fungal_infection,datatset2,2444,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\436768270_412696705044184_4681296294994857344_n_jpg.rf.52ad1f5bde398a52818aee0c215df1df.jpg,ringworm,Fungal_infection,datatset2,2445,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\436770000_474575525363319_4064234022423729288_n_jpg.rf.858c0ad895dba74f33534f01ac59c0ab.jpg,ringworm,Fungal_infection,datatset2,2446,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\436788724_2640165772801792_3956631987323566222_n_jpg.rf.1b7805ae120dc8ea81a0cf34fb84c021.jpg,ringworm,Fungal_infection,datatset2,2447,test
D:\22_SkinSense_ML\datatset2\valid\ringworm\436799686_1645755056226653_3055609830143657343_n_jpg.rf.16599349f57b51a99dbe1effbc1eeece.jpg,ringworm,Fungal_infection,datatset2,2448,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\436827116_313204271618259_7494145659042912998_n_jpg.rf.089691b28f70c86999ca15ac508b45c4.jpg,ringworm,Fungal_infection,datatset2,2449,test
D:\22_SkinSense_ML\datatset2\valid\ringworm\5A4BF21E-2505-406C-9A43-30E236CE08FE_jpeg_jpg.rf.623fdb4272cda8aa778ec7e7fea6b874.jpg,ringworm,Fungal_infection,datatset2,2450,test
D:\22_SkinSense_ML\datatset2\valid\ringworm\69779474_2813720978641346_3471018570912104448_n_jpg.rf.b37905087c6dcb59561a6f82d4947885.jpg,ringworm,Fungal_infection,datatset2,2451,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\6D4F94F0-A463-4F97-9E69-32C7C4493054_jpeg_jpg.rf.83189d27d25b8d1161ff0e7207075d32.jpg,ringworm,Fungal_infection,datatset2,2452,test
D:\22_SkinSense_ML\datatset2\valid\ringworm\72AF7C39-5E76-4D59-ABE8-A26A7A74B28B_jpeg_jpg.rf.180be14a5cc6adaddb71a26724da2da2.jpg,ringworm,Fungal_infection,datatset2,2453,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\72AF7C39-5E76-4D59-ABE8-A26A7A74B28B_jpeg_jpg.rf.d635645da2359a19d3bfd29efbf9583e.jpg,ringworm,Fungal_infection,datatset2,2453,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\77CF36D7-3D24-45F8-BC2B-28C298DA84A4_jpeg_jpg.rf.9df59cc679dbe7e4a0b1793e7cbd04f7.jpg,ringworm,Fungal_infection,datatset2,2454,test
D:\22_SkinSense_ML\datatset2\valid\ringworm\8097D5C3-C6C2-43C2-B1B7-566A25D1DF08_jpeg_jpg.rf.7ca623fe5dd752b57d6168ad6af497a1.jpg,ringworm,Fungal_infection,datatset2,2455,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\90756CC4-0872-4328-B777-FABEAFABD5EF_jpeg_jpg.rf.e21a596e52c452db007196a3c7a31bfe.jpg,ringworm,Fungal_infection,datatset2,2456,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\B9917847-2A5F-453D-A28B-2C14E21E5CE5_jpeg_jpg.rf.24234f3d4c0f142dddee4e9b6fd0efbf.jpg,ringworm,Fungal_infection,datatset2,2457,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\BUTI-NA-LANG-AT-LAGI-AKONG-MAY-STOCK-AKO-NITONG-GAMOT-NA-ITO-000146_png_jpg.rf.147b2b6c55174bac53ae5adf3c3a6c97.jpg,ringworm,Fungal_infection,datatset2,2458,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\BUTI-NA-LANG-AT-LAGI-AKONG-MAY-STOCK-AKO-NITONG-GAMOT-NA-ITO-000146_png_jpg.rf.6b23f2fb19cbb8a07b0114ba4614347a.jpg,ringworm,Fungal_infection,datatset2,2458,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\Day-1-of-ringworm-treatment_00001_jpg.rf.be2edb397c9b92973112593edcabd4a5.jpg,ringworm,Fungal_infection,datatset2,2460,val
D:\22_SkinSense_ML\datatset2\valid\ringworm\Day-1-of-ringworm-treatment_00211_jpg.rf.9682e33c51eab6f241a6be97586a6ac0.jpg,ringworm,Fungal_infection,datatset2,2461,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\DB588124-89D4-4F45-A2F8-5F569611D1E7_jpeg_jpg.rf.80850765b83d9d99276264e051b8a65d.jpg,ringworm,Fungal_infection,datatset2,2459,test
D:\22_SkinSense_ML\datatset2\valid\ringworm\E64D9F1D-0C27-42C1-9A7F-B0F6755F7913_jpeg_jpg.rf.a851ff5752530ab02a4e6becceabcd4f.jpg,ringworm,Fungal_infection,datatset2,2462,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\F6C9DE00-6537-4BBA-9190-139E3276427E_jpeg_jpg.rf.784175526788494bbff056c95e8c255b.jpg,ringworm,Fungal_infection,datatset2,2463,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\flea_allergy-45-_jpg.rf.5112339519060d247081b684008266a1.jpg,ringworm,Fungal_infection,datatset2,2538,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\NEWR11_jpeg_jpg.rf.28bcb3c963114bc5358ffca5dd1e4ad0.jpg,ringworm,Fungal_infection,datatset2,2464,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\NEWR11_jpeg_jpg.rf.30562eb0a1c77afd8806faad2e608307.jpg,ringworm,Fungal_infection,datatset2,2464,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\NEWR11_jpeg_jpg.rf.e78e45cd8252f69347a639752a816781.jpg,ringworm,Fungal_infection,datatset2,2464,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\NEWR13_jpeg_jpg.rf.591693f2dedb0bff189d811a4cf6da5a.jpg,ringworm,Fungal_infection,datatset2,2465,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\NEWR16_jpeg_jpg.rf.8384b733ad7a236c1d63100a6d0a1846.jpg,ringworm,Fungal_infection,datatset2,2466,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\NEWR17_png_jpg.rf.005547346d92fd7f1e51898bc43d26ab.jpg,ringworm,Fungal_infection,datatset2,2467,test
D:\22_SkinSense_ML\datatset2\valid\ringworm\NEWR17_png_jpg.rf.1d31ee6b6efa1bfb4425799771cb8c11.jpg,ringworm,Fungal_infection,datatset2,2467,test
D:\22_SkinSense_ML\datatset2\valid\ringworm\NEWR23_png_jpg.rf.4585283048ddd4259c7a1394d7d8fd5e.jpg,ringworm,Fungal_infection,datatset2,2468,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\NEWR24_png_jpg.rf.2dd8b324ef96d5f63d1a271d20541539.jpg,ringworm,Fungal_infection,datatset2,2469,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\NEWR25_png_jpg.rf.b0be0874d81ff3a6b50fc1ec96255c09.jpg,ringworm,Fungal_infection,datatset2,2470,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\NEWR27_png_jpg.rf.514655acabb68cd9753011dda1f0f276.jpg,ringworm,Fungal_infection,datatset2,2471,train
D:\22_SkinSense_ML\datatset2\valid\ringworm\NEWR28_png_jpg.rf.f1947ea62bf38cffdbb2d346b80a4189.jpg,ringworm,Fungal_infection,datatset2,2472,train
